Orthogroup	Ofaveolata_out_PRO	Ssiderea_out_PRO
OG0012165	Ofaveolata017429	Ssiderea048471
OG0012166	Ofaveolata013697	Ssiderea049239
OG0012167	Ofaveolata019192	Ssiderea019151
OG0012168	Ofaveolata015834	Ssiderea033793
OG0012169	Ofaveolata019691	Ssiderea012136
OG0012170	Ofaveolata010745	Ssiderea017587
OG0012171	Ofaveolata016781	Ssiderea040660
OG0012172	Ofaveolata016752	Ssiderea040613
OG0012173	Ofaveolata032662	Ssiderea051996
OG0012174	Ofaveolata027925	Ssiderea042440
OG0012175	Ofaveolata002209	Ssiderea012659
OG0012176	Ofaveolata023641	Ssiderea015618
OG0012177	Ofaveolata018350	Ssiderea018683
OG0012178	Ofaveolata013844	Ssiderea044228
OG0012179	Ofaveolata002556	Ssiderea013067
OG0012180	Ofaveolata004319	Ssiderea028972
OG0012181	Ofaveolata004873	Ssiderea037461
OG0012182	Ofaveolata034155	Ssiderea031626
OG0012183	Ofaveolata027825	Ssiderea035407
OG0012184	Ofaveolata025640	Ssiderea041941
OG0012185	Ofaveolata008286	Ssiderea008483
OG0012186	Ofaveolata015179	Ssiderea051131
OG0012187	Ofaveolata025891	Ssiderea039003
OG0012188	Ofaveolata001239	Ssiderea056306
OG0012189	Ofaveolata026652	Ssiderea035060
OG0012190	Ofaveolata017004	Ssiderea039265
OG0012191	Ofaveolata003550	Ssiderea046281
OG0012192	Ofaveolata006060	Ssiderea057222
OG0012193	Ofaveolata007859	Ssiderea009105
OG0012194	Ofaveolata013548	Ssiderea000101
OG0012195	Ofaveolata007216	Ssiderea009882
OG0012196	Ofaveolata014648	Ssiderea004114
OG0012197	Ofaveolata028949	Ssiderea014237
OG0012198	Ofaveolata014200	Ssiderea003720
OG0012199	Ofaveolata005916	Ssiderea045658
OG0012200	Ofaveolata005950	Ssiderea047879
OG0012201	Ofaveolata012533	Ssiderea017222
OG0012202	Ofaveolata009883	Ssiderea051813
OG0012203	Ofaveolata030444	Ssiderea037885
OG0012204	Ofaveolata008833	Ssiderea007877
OG0012205	Ofaveolata005700	Ssiderea045615
OG0012206	Ofaveolata006955	Ssiderea032107
OG0012207	Ofaveolata034695	Ssiderea038148
OG0012208	Ofaveolata010026	Ssiderea049366
OG0012209	Ofaveolata007172	Ssiderea009968
OG0012210	Ofaveolata001222	Ssiderea029282
OG0012211	Ofaveolata031215	Ssiderea006497
OG0012212	Ofaveolata022021	Ssiderea023371
OG0012213	Ofaveolata025030	Ssiderea021325
OG0012214	Ofaveolata013031	Ssiderea001612
OG0012215	Ofaveolata001652	Ssiderea026815
OG0012216	Ofaveolata000002	Ssiderea029532
OG0012217	Ofaveolata006113	Ssiderea048006
OG0012218	Ofaveolata027091	Ssiderea025731
OG0012219	Ofaveolata000206	Ssiderea029737
OG0012220	Ofaveolata012518	Ssiderea017292
OG0012221	Ofaveolata002011	Ssiderea013642
OG0012222	Ofaveolata017633	Ssiderea046874
OG0012223	Ofaveolata010808	Ssiderea017477
OG0012224	Ofaveolata029275	Ssiderea033242
OG0012225	Ofaveolata000543	Ssiderea029220
OG0012226	Ofaveolata015760	Ssiderea033860
OG0012227	Ofaveolata033567	Ssiderea053688
OG0012228	Ofaveolata028509	Ssiderea057975
OG0012229	Ofaveolata013568	Ssiderea000180
OG0012230	Ofaveolata004768	Ssiderea010953
OG0012231	Ofaveolata015883	Ssiderea017045
OG0012232	Ofaveolata017602	Ssiderea018515
OG0012233	Ofaveolata034292	Ssiderea052980
OG0012234	Ofaveolata000003	Ssiderea029533
OG0012235	Ofaveolata013154	Ssiderea000805
OG0012236	Ofaveolata022028	Ssiderea023363
OG0012237	Ofaveolata020046	Ssiderea056511
OG0012238	Ofaveolata022466	Ssiderea015155
OG0012239	Ofaveolata007438	Ssiderea044613
OG0012240	Ofaveolata005242	Ssiderea010147
OG0012241	Ofaveolata016114	Ssiderea055400
OG0012242	Ofaveolata034333	Ssiderea052907
OG0012243	Ofaveolata025659	Ssiderea041919
OG0012244	Ofaveolata003065	Ssiderea024794
OG0012245	Ofaveolata005051	Ssiderea010279
OG0012246	Ofaveolata030792	Ssiderea034515
OG0012247	Ofaveolata023156	Ssiderea053259
OG0012248	Ofaveolata026472	Ssiderea038511
OG0012249	Ofaveolata014631	Ssiderea004137
OG0012250	Ofaveolata013745	Ssiderea049176
OG0012251	Ofaveolata026352	Ssiderea039662
OG0012252	Ofaveolata025758	Ssiderea055618
OG0012253	Ofaveolata009007	Ssiderea007786
OG0012254	Ofaveolata005848	Ssiderea045736
OG0012255	Ofaveolata005348	Ssiderea052505
OG0012256	Ofaveolata032882	Ssiderea055251
OG0012257	Ofaveolata003083	Ssiderea024687
OG0012258	Ofaveolata026136	Ssiderea054945
OG0012259	Ofaveolata035737	Ssiderea028258
OG0012260	Ofaveolata007473	Ssiderea044456
OG0012261	Ofaveolata013528	Ssiderea000296
OG0012262	Ofaveolata025080	Ssiderea021422
OG0012263	Ofaveolata033582	Ssiderea005045
OG0012264	Ofaveolata021808	Ssiderea023578
OG0012265	Ofaveolata001946	Ssiderea050220
OG0012266	Ofaveolata013624	Ssiderea000124
OG0012267	Ofaveolata016199	Ssiderea052752
OG0012268	Ofaveolata014892	Ssiderea003941
OG0012269	Ofaveolata033341	Ssiderea040280
OG0012270	Ofaveolata006331	Ssiderea048198
OG0012271	Ofaveolata013096	Ssiderea001379
OG0012272	Ofaveolata012714	Ssiderea001278
OG0012273	Ofaveolata007901	Ssiderea009360
OG0012274	Ofaveolata029797	Ssiderea023940
OG0012275	Ofaveolata017702	Ssiderea046927
OG0012276	Ofaveolata005874	Ssiderea047889
OG0012277	Ofaveolata023434	Ssiderea005061
OG0012278	Ofaveolata006614	Ssiderea010009
OG0012279	Ofaveolata002314	Ssiderea012825
OG0012280	Ofaveolata014252	Ssiderea003683
OG0012281	Ofaveolata026948	Ssiderea017970
OG0012282	Ofaveolata007909	Ssiderea052766
OG0012283	Ofaveolata010738	Ssiderea017594
OG0012284	Ofaveolata003863	Ssiderea030387
OG0012285	Ofaveolata000153	Ssiderea021874
OG0012286	Ofaveolata018285	Ssiderea018588
OG0012287	Ofaveolata030502	Ssiderea037788
OG0012288	Ofaveolata006083	Ssiderea047944
OG0012289	Ofaveolata015425	Ssiderea055429
OG0012290	Ofaveolata016996	Ssiderea039280
OG0012291	Ofaveolata000540	Ssiderea029224
OG0012292	Ofaveolata023166	Ssiderea046192
OG0012293	Ofaveolata014501	Ssiderea004425
OG0012294	Ofaveolata002274	Ssiderea012772
OG0012295	Ofaveolata033975	Ssiderea031999
OG0012296	Ofaveolata018205	Ssiderea002072
OG0012297	Ofaveolata029053	Ssiderea013774
OG0012298	Ofaveolata028761	Ssiderea014559
OG0012299	Ofaveolata017193	Ssiderea039106
OG0012300	Ofaveolata015417	Ssiderea038174
OG0012301	Ofaveolata024855	Ssiderea020919
OG0012302	Ofaveolata009331	Ssiderea035638
OG0012303	Ofaveolata028920	Ssiderea014277
OG0012304	Ofaveolata023492	Ssiderea004955
OG0012305	Ofaveolata002828	Ssiderea013410
OG0012306	Ofaveolata030975	Ssiderea051965
OG0012307	Ofaveolata006053	Ssiderea057215
OG0012308	Ofaveolata029286	Ssiderea033163
OG0012309	Ofaveolata012722	Ssiderea001292
OG0012310	Ofaveolata026370	Ssiderea038738
OG0012311	Ofaveolata016578	Ssiderea058793
OG0012312	Ofaveolata019023	Ssiderea001793
OG0012313	Ofaveolata016135	Ssiderea055364
OG0012314	Ofaveolata002363	Ssiderea012871
OG0012315	Ofaveolata032369	Ssiderea034992
OG0012316	Ofaveolata009934	Ssiderea009806
OG0012317	Ofaveolata020957	Ssiderea020666
OG0012318	Ofaveolata007200	Ssiderea009898
OG0012319	Ofaveolata005269	Ssiderea015883
OG0012320	Ofaveolata008158	Ssiderea008609
OG0012321	Ofaveolata002211	Ssiderea012662
OG0012322	Ofaveolata033471	Ssiderea039968
OG0012323	Ofaveolata017338	Ssiderea011618
OG0012324	Ofaveolata016222	Ssiderea055358
OG0012325	Ofaveolata025357	Ssiderea042025
OG0012326	Ofaveolata001649	Ssiderea049607
OG0012327	Ofaveolata014248	Ssiderea003699
OG0012328	Ofaveolata018141	Ssiderea001996
OG0012329	Ofaveolata014542	Ssiderea004400
OG0012330	Ofaveolata021460	Ssiderea020119
OG0012331	Ofaveolata032551	Ssiderea034938
OG0012332	Ofaveolata008233	Ssiderea050685
OG0012333	Ofaveolata016419	Ssiderea036531
OG0012334	Ofaveolata017825	Ssiderea048531
OG0012335	Ofaveolata032943	Ssiderea047239
OG0012336	Ofaveolata009959	Ssiderea058006
OG0012337	Ofaveolata030306	Ssiderea027597
OG0012338	Ofaveolata004508	Ssiderea052421
OG0012339	Ofaveolata031186	Ssiderea048603
OG0012340	Ofaveolata014364	Ssiderea004841
OG0012341	Ofaveolata014325	Ssiderea003785
OG0012342	Ofaveolata013100	Ssiderea001388
OG0012343	Ofaveolata001361	Ssiderea026631
OG0012344	Ofaveolata008996	Ssiderea057452
OG0012345	Ofaveolata034298	Ssiderea052990
OG0012346	Ofaveolata001900	Ssiderea050432
OG0012347	Ofaveolata012319	Ssiderea017307
OG0012348	Ofaveolata001377	Ssiderea026616
OG0012349	Ofaveolata014420	Ssiderea004890
OG0012350	Ofaveolata022413	Ssiderea023325
OG0012351	Ofaveolata032372	Ssiderea034982
OG0012352	Ofaveolata007842	Ssiderea009134
OG0012353	Ofaveolata030488	Ssiderea037807
OG0012354	Ofaveolata009856	Ssiderea051776
OG0012355	Ofaveolata011108	Ssiderea056763
OG0012356	Ofaveolata001137	Ssiderea029376
OG0012358	Ofaveolata016001	Ssiderea033458
OG0012359	Ofaveolata002176	Ssiderea012574
OG0012360	Ofaveolata010247	Ssiderea019440
OG0012361	Ofaveolata016029	Ssiderea033507
OG0012362	Ofaveolata022425	Ssiderea023521
OG0012363	Ofaveolata025046	Ssiderea021373
OG0012364	Ofaveolata033676	Ssiderea053647
OG0012365	Ofaveolata019435	Ssiderea011589
OG0012367	Ofaveolata027492	Ssiderea025467
OG0012368	Ofaveolata000684	Ssiderea044780
OG0012369	Ofaveolata005488	Ssiderea010423
OG0012370	Ofaveolata031329	Ssiderea006633
OG0012371	Ofaveolata031055	Ssiderea006580
OG0012372	Ofaveolata033520	Ssiderea026314
OG0012373	Ofaveolata004399	Ssiderea052472
OG0012374	Ofaveolata013917	Ssiderea044010
OG0012375	Ofaveolata001405	Ssiderea026575
OG0012376	Ofaveolata000122	Ssiderea021912
OG0012377	Ofaveolata024949	Ssiderea021169
OG0012378	Ofaveolata030277	Ssiderea027536
OG0012379	Ofaveolata028150	Ssiderea042395
OG0012380	Ofaveolata031173	Ssiderea048617
OG0012381	Ofaveolata003559	Ssiderea046277
OG0012382	Ofaveolata005182	Ssiderea016584
OG0012383	Ofaveolata007898	Ssiderea009348
OG0012384	Ofaveolata024669	Ssiderea017155
OG0012385	Ofaveolata009273	Ssiderea035585
OG0012386	Ofaveolata030531	Ssiderea037714
OG0012387	Ofaveolata004097	Ssiderea030793
OG0012388	Ofaveolata002297	Ssiderea012801
OG0012389	Ofaveolata004014	Ssiderea031371
OG0012390	Ofaveolata022565	Ssiderea015303
OG0012391	Ofaveolata024873	Ssiderea020980
OG0012392	Ofaveolata007209	Ssiderea009884
OG0012393	Ofaveolata019233	Ssiderea056574
OG0012394	Ofaveolata011455	Ssiderea019365
OG0012395	Ofaveolata027331	Ssiderea042200
OG0012396	Ofaveolata030324	Ssiderea027615
OG0012397	Ofaveolata023926	Ssiderea041643
OG0012398	Ofaveolata008075	Ssiderea009608
OG0012399	Ofaveolata025234	Ssiderea021635
OG0012400	Ofaveolata008409	Ssiderea008835
OG0012401	Ofaveolata014379	Ssiderea004858
OG0012402	Ofaveolata026679	Ssiderea017621
OG0012403	Ofaveolata032593	Ssiderea048831
OG0012404	Ofaveolata024089	Ssiderea005473
OG0012405	Ofaveolata012466	Ssiderea014548
OG0012406	Ofaveolata027009	Ssiderea018169
OG0012407	Ofaveolata027997	Ssiderea035480
OG0012408	Ofaveolata032025	Ssiderea048964
OG0012409	Ofaveolata019724	Ssiderea011989
OG0012410	Ofaveolata014267	Ssiderea003671
OG0012411	Ofaveolata012980	Ssiderea001651
OG0012412	Ofaveolata021525	Ssiderea002200
OG0012413	Ofaveolata022061	Ssiderea022936
OG0012414	Ofaveolata032020	Ssiderea048962
OG0012415	Ofaveolata022050	Ssiderea023330
OG0012416	Ofaveolata022384	Ssiderea023201
OG0012417	Ofaveolata014496	Ssiderea004430
OG0012418	Ofaveolata031760	Ssiderea007483
OG0012419	Ofaveolata005017	Ssiderea010170
OG0012420	Ofaveolata013838	Ssiderea044235
OG0012421	Ofaveolata021896	Ssiderea023563
OG0012422	Ofaveolata034171	Ssiderea031538
OG0012423	Ofaveolata006592	Ssiderea028142
OG0012424	Ofaveolata000452	Ssiderea029659
OG0012425	Ofaveolata033404	Ssiderea040239
OG0012426	Ofaveolata016857	Ssiderea039239
OG0012427	Ofaveolata022919	Ssiderea014950
OG0012428	Ofaveolata002395	Ssiderea012923
OG0012429	Ofaveolata030353	Ssiderea050828
OG0012430	Ofaveolata027735	Ssiderea036706
OG0012431	Ofaveolata034402	Ssiderea057313
OG0012432	Ofaveolata028181	Ssiderea033294
OG0012433	Ofaveolata031894	Ssiderea007303
OG0012434	Ofaveolata019241	Ssiderea019258
OG0012435	Ofaveolata004979	Ssiderea046524
OG0012436	Ofaveolata006983	Ssiderea027875
OG0012437	Ofaveolata034336	Ssiderea052910
OG0012438	Ofaveolata018823	Ssiderea003037
OG0012439	Ofaveolata000954	Ssiderea022484
OG0012440	Ofaveolata001770	Ssiderea027017
OG0012441	Ofaveolata011440	Ssiderea019352
OG0012442	Ofaveolata015387	Ssiderea038305
OG0012443	Ofaveolata033484	Ssiderea039969
OG0012444	Ofaveolata008030	Ssiderea009546
OG0012445	Ofaveolata019821	Ssiderea012079
OG0012446	Ofaveolata015975	Ssiderea033371
OG0012447	Ofaveolata025055	Ssiderea021405
OG0012448	Ofaveolata013272	Ssiderea001015
OG0012449	Ofaveolata018482	Ssiderea002787
OG0012450	Ofaveolata010375	Ssiderea045234
OG0012451	Ofaveolata023443	Ssiderea005040
OG0012452	Ofaveolata022470	Ssiderea015159
OG0012453	Ofaveolata034261	Ssiderea031880
OG0012454	Ofaveolata024973	Ssiderea021222
OG0012455	Ofaveolata032846	Ssiderea053900
OG0012456	Ofaveolata017879	Ssiderea003367
OG0012457	Ofaveolata032685	Ssiderea034789
OG0012458	Ofaveolata006879	Ssiderea017078
OG0012459	Ofaveolata004534	Ssiderea052455
OG0012460	Ofaveolata005118	Ssiderea010626
OG0012461	Ofaveolata023567	Ssiderea015605
OG0012462	Ofaveolata018883	Ssiderea002976
OG0012463	Ofaveolata000332	Ssiderea022106
OG0012464	Ofaveolata021396	Ssiderea020009
OG0012465	Ofaveolata031852	Ssiderea007206
OG0012466	Ofaveolata005607	Ssiderea053171
OG0012467	Ofaveolata000057	Ssiderea029504
OG0012468	Ofaveolata034118	Ssiderea031641
OG0012469	Ofaveolata005510	Ssiderea010409
OG0012470	Ofaveolata002778	Ssiderea013295
OG0012471	Ofaveolata011074	Ssiderea055632
OG0012472	Ofaveolata033469	Ssiderea039959
OG0012473	Ofaveolata031975	Ssiderea007455
OG0012474	Ofaveolata009173	Ssiderea035565
OG0012475	Ofaveolata033847	Ssiderea040170
OG0012476	Ofaveolata033222	Ssiderea026267
OG0012477	Ofaveolata001340	Ssiderea049732
OG0012478	Ofaveolata022033	Ssiderea023349
OG0012479	Ofaveolata033162	Ssiderea026150
OG0012480	Ofaveolata033060	Ssiderea025961
OG0012481	Ofaveolata003528	Ssiderea046264
OG0012482	Ofaveolata033004	Ssiderea026198
OG0012483	Ofaveolata017266	Ssiderea046604
OG0012484	Ofaveolata023585	Ssiderea050021
OG0012485	Ofaveolata022602	Ssiderea015517
OG0012486	Ofaveolata016946	Ssiderea039353
OG0012487	Ofaveolata021297	Ssiderea047406
OG0012488	Ofaveolata027043	Ssiderea018187
OG0012489	Ofaveolata004788	Ssiderea010974
OG0012490	Ofaveolata025025	Ssiderea021320
OG0012491	Ofaveolata026509	Ssiderea021766
OG0012492	Ofaveolata021096	Ssiderea011898
OG0012493	Ofaveolata029556	Ssiderea054663
OG0012494	Ofaveolata003814	Ssiderea030493
OG0012495	Ofaveolata030276	Ssiderea027535
OG0012496	Ofaveolata005850	Ssiderea045735
OG0012497	Ofaveolata032341	Ssiderea007100
OG0012498	Ofaveolata002490	Ssiderea025085
OG0012499	Ofaveolata005561	Ssiderea016067
OG0012500	Ofaveolata027964	Ssiderea042166
OG0012501	Ofaveolata023142	Ssiderea014677
OG0012502	Ofaveolata004434	Ssiderea053083
OG0012503	Ofaveolata008509	Ssiderea008714
OG0012504	Ofaveolata027075	Ssiderea042233
OG0012505	Ofaveolata005272	Ssiderea015877
OG0012506	Ofaveolata020070	Ssiderea056492
OG0012507	Ofaveolata016656	Ssiderea040391
OG0012508	Ofaveolata001060	Ssiderea022291
OG0012509	Ofaveolata014885	Ssiderea004026
OG0012510	Ofaveolata022289	Ssiderea023014
OG0012511	Ofaveolata017710	Ssiderea046938
OG0012512	Ofaveolata013621	Ssiderea000133
OG0012513	Ofaveolata022517	Ssiderea015145
OG0012514	Ofaveolata010350	Ssiderea045275
OG0012515	Ofaveolata026929	Ssiderea018018
OG0012516	Ofaveolata031952	Ssiderea007417
OG0012517	Ofaveolata027444	Ssiderea035531
OG0012518	Ofaveolata012792	Ssiderea001745
OG0012519	Ofaveolata034315	Ssiderea052885
OG0012520	Ofaveolata001681	Ssiderea026889
OG0012521	Ofaveolata019006	Ssiderea001873
OG0012522	Ofaveolata017298	Ssiderea046626
OG0012523	Ofaveolata025015	Ssiderea021312
OG0012524	Ofaveolata029184	Ssiderea027759
OG0012525	Ofaveolata030097	Ssiderea054250
OG0012526	Ofaveolata028488	Ssiderea042679
OG0012527	Ofaveolata019276	Ssiderea020677
OG0012528	Ofaveolata017977	Ssiderea002302
OG0012529	Ofaveolata019840	Ssiderea012244
OG0012530	Ofaveolata034074	Ssiderea031743
OG0012531	Ofaveolata022562	Ssiderea015329
OG0012532	Ofaveolata014437	Ssiderea004531
OG0012533	Ofaveolata000870	Ssiderea022589
OG0012534	Ofaveolata013496	Ssiderea000401
OG0012535	Ofaveolata015180	Ssiderea051132
OG0012536	Ofaveolata024463	Ssiderea005775
OG0012537	Ofaveolata013188	Ssiderea000851
OG0012538	Ofaveolata022644	Ssiderea050119
OG0012539	Ofaveolata029376	Ssiderea032978
OG0012540	Ofaveolata027184	Ssiderea036711
OG0012541	Ofaveolata025027	Ssiderea021321
OG0012542	Ofaveolata027349	Ssiderea042172
OG0012543	Ofaveolata014387	Ssiderea004861
OG0012544	Ofaveolata013458	Ssiderea000447
OG0012545	Ofaveolata031197	Ssiderea006476
OG0012546	Ofaveolata003904	Ssiderea030314
OG0012547	Ofaveolata029174	Ssiderea034323
OG0012548	Ofaveolata022727	Ssiderea015088
OG0012549	Ofaveolata001012	Ssiderea022410
OG0012550	Ofaveolata019362	Ssiderea055976
OG0012551	Ofaveolata034176	Ssiderea053783
OG0012552	Ofaveolata010225	Ssiderea045318
OG0012553	Ofaveolata027377	Ssiderea042270
OG0012554	Ofaveolata005868	Ssiderea045719
OG0012555	Ofaveolata022663	Ssiderea015220
OG0012556	Ofaveolata007950	Ssiderea009438
OG0012557	Ofaveolata020817	Ssiderea047615
OG0012558	Ofaveolata004106	Ssiderea042966
OG0012559	Ofaveolata023873	Ssiderea038165
OG0012560	Ofaveolata010074	Ssiderea049449
OG0012561	Ofaveolata008499	Ssiderea008742
OG0012562	Ofaveolata023848	Ssiderea049887
OG0012563	Ofaveolata001028	Ssiderea022332
OG0012564	Ofaveolata008411	Ssiderea008833
OG0012565	Ofaveolata024805	Ssiderea016729
OG0012566	Ofaveolata017238	Ssiderea050465
OG0012567	Ofaveolata001045	Ssiderea022308
OG0012568	Ofaveolata001178	Ssiderea029355
OG0012569	Ofaveolata013288	Ssiderea001060
OG0012570	Ofaveolata010242	Ssiderea019445
OG0012571	Ofaveolata018017	Ssiderea002248
OG0012572	Ofaveolata009037	Ssiderea055055
OG0012573	Ofaveolata030138	Ssiderea054218
OG0012574	Ofaveolata000617	Ssiderea029621
OG0012575	Ofaveolata000957	Ssiderea022483
OG0012576	Ofaveolata001171	Ssiderea029404
OG0012577	Ofaveolata025842	Ssiderea055511
OG0012578	Ofaveolata017385	Ssiderea046717
OG0012579	Ofaveolata015696	Ssiderea054054
OG0012580	Ofaveolata034361	Ssiderea052841
OG0012581	Ofaveolata009030	Ssiderea055049
OG0012582	Ofaveolata014274	Ssiderea024828
OG0012583	Ofaveolata030336	Ssiderea027655
OG0012584	Ofaveolata027187	Ssiderea042287
OG0012585	Ofaveolata011244	Ssiderea051446
OG0012586	Ofaveolata028933	Ssiderea014254
OG0012587	Ofaveolata002618	Ssiderea027251
OG0012588	Ofaveolata029637	Ssiderea050876
OG0012589	Ofaveolata021825	Ssiderea022761
OG0012590	Ofaveolata032979	Ssiderea026464
OG0012591	Ofaveolata027165	Ssiderea035329
OG0012592	Ofaveolata001765	Ssiderea027015
OG0012593	Ofaveolata015929	Ssiderea033377
OG0012594	Ofaveolata012973	Ssiderea001657
OG0012595	Ofaveolata014090	Ssiderea003488
OG0012596	Ofaveolata030676	Ssiderea013935
OG0012597	Ofaveolata033662	Ssiderea053657
OG0012598	Ofaveolata021540	Ssiderea020267
OG0012599	Ofaveolata027268	Ssiderea025613
OG0012600	Ofaveolata022126	Ssiderea022881
OG0012601	Ofaveolata033448	Ssiderea047093
OG0012602	Ofaveolata003862	Ssiderea030388
OG0012603	Ofaveolata026271	Ssiderea039602
OG0012604	Ofaveolata014972	Ssiderea038347
OG0012605	Ofaveolata005179	Ssiderea016579
OG0012606	Ofaveolata005588	Ssiderea016154
OG0012607	Ofaveolata033115	Ssiderea026084
OG0012608	Ofaveolata019766	Ssiderea011930
OG0012609	Ofaveolata005119	Ssiderea010622
OG0012610	Ofaveolata027789	Ssiderea025298
OG0012611	Ofaveolata010512	Ssiderea019569
OG0012612	Ofaveolata025365	Ssiderea042040
OG0012613	Ofaveolata025065	Ssiderea021414
OG0012614	Ofaveolata007807	Ssiderea009291
OG0012615	Ofaveolata031920	Ssiderea007342
OG0012616	Ofaveolata013556	Ssiderea000113
OG0012617	Ofaveolata019660	Ssiderea011664
OG0012618	Ofaveolata002495	Ssiderea025089
OG0012619	Ofaveolata026735	Ssiderea017716
OG0012620	Ofaveolata024946	Ssiderea021166
OG0012621	Ofaveolata009296	Ssiderea035605
OG0012622	Ofaveolata006409	Ssiderea028432
OG0012623	Ofaveolata016303	Ssiderea039485
OG0012624	Ofaveolata018451	Ssiderea056569
OG0012625	Ofaveolata005826	Ssiderea045778
OG0012626	Ofaveolata022868	Ssiderea015141
OG0012627	Ofaveolata018295	Ssiderea018599
OG0012628	Ofaveolata013818	Ssiderea049064
OG0012629	Ofaveolata018037	Ssiderea002220
OG0012630	Ofaveolata021949	Ssiderea023509
OG0012631	Ofaveolata024010	Ssiderea005343
OG0012632	Ofaveolata032907	Ssiderea026190
OG0012633	Ofaveolata018253	Ssiderea002134
OG0012634	Ofaveolata018819	Ssiderea003029
OG0012635	Ofaveolata008099	Ssiderea009629
OG0012636	Ofaveolata004992	Ssiderea010568
OG0012637	Ofaveolata022080	Ssiderea023007
OG0012638	Ofaveolata033247	Ssiderea026222
OG0012639	Ofaveolata025158	Ssiderea021561
OG0012640	Ofaveolata007146	Ssiderea009993
OG0012641	Ofaveolata007485	Ssiderea044432
OG0012642	Ofaveolata017187	Ssiderea039114
OG0012643	Ofaveolata007287	Ssiderea009802
OG0012644	Ofaveolata015591	Ssiderea038080
OG0012645	Ofaveolata026892	Ssiderea017884
OG0012646	Ofaveolata005675	Ssiderea016682
OG0012647	Ofaveolata007535	Ssiderea009740
OG0012648	Ofaveolata002290	Ssiderea012789
OG0012649	Ofaveolata030788	Ssiderea034518
OG0012650	Ofaveolata028582	Ssiderea057959
OG0012651	Ofaveolata015255	Ssiderea051091
OG0012652	Ofaveolata027237	Ssiderea025565
OG0012653	Ofaveolata022192	Ssiderea023123
OG0012654	Ofaveolata033098	Ssiderea026097
OG0012655	Ofaveolata004748	Ssiderea010924
OG0012656	Ofaveolata005544	Ssiderea010404
OG0012657	Ofaveolata005813	Ssiderea045794
OG0012658	Ofaveolata005961	Ssiderea047870
OG0012659	Ofaveolata027781	Ssiderea025318
OG0012660	Ofaveolata021176	Ssiderea012389
OG0012661	Ofaveolata022227	Ssiderea023459
OG0012662	Ofaveolata005624	Ssiderea053039
OG0012663	Ofaveolata030495	Ssiderea037792
OG0012664	Ofaveolata033354	Ssiderea040249
OG0012665	Ofaveolata018238	Ssiderea002117
OG0012666	Ofaveolata011064	Ssiderea055656
OG0012667	Ofaveolata001105	Ssiderea022168
OG0012668	Ofaveolata016766	Ssiderea040629
OG0012669	Ofaveolata003776	Ssiderea028754
OG0012670	Ofaveolata001540	Ssiderea049582
OG0012671	Ofaveolata011105	Ssiderea056762
OG0012672	Ofaveolata018614	Ssiderea040916
OG0012673	Ofaveolata019761	Ssiderea011937
OG0012674	Ofaveolata001066	Ssiderea022281
OG0012675	Ofaveolata021089	Ssiderea011910
OG0012676	Ofaveolata007745	Ssiderea008970
OG0012677	Ofaveolata007194	Ssiderea009905
OG0012678	Ofaveolata029819	Ssiderea023968
OG0012679	Ofaveolata024907	Ssiderea021125
OG0012680	Ofaveolata016372	Ssiderea036587
